nl_clip,regexp
words that start with 'gad' and  end with 'e' or 'y',gad.*[ey]
words that start  and  end with 'u'  followed by  'll' in between,.*(?:u|ll)
words that start with 'kam' and  end with 'e' or 'y'  followed by  'n' in between,kam.*[eyn]
words that start with 'ba'  followed by  'me' in between and  end with 'ez',(?:ba|me).*ez
words that start with 'gh' and  end with 'r' followed by  'o' or 'u' in between,gh.*[rou]
words that start with 'maqs' and  end with 'd',maqs.*d
words that start with 'la'  followed by  'n' in between and  end with 't',(?:n|la).*t
words that start with 's' or 'z'  followed by  another 'z' in between and  end with 'ish' or 'esh',[szz].*(?:ish|esh)
words that start with 'k' or 'q'  followed by  'as' in between and  end with 'r',(?:k|q|as).*r
words that start with 'n'  followed by  'ya' in between and  end with 't',(?:n|ya).*t
words that start with 'pha'  followed by  one 'n' in between and  end with 's',(?:n|pha).*s
words that start with 'bad'  followed by  one 't' in between and  end with 'r',(?:t|bad).*r
words that start with 'b'  followed by  'ad' in between and  end with 'bi,(?:b|ad).*
words that start with 'b'  followed by  'wa' in between and  end with 'uf' or 'of',(?:b|wa).*(?:uf|of)
words that start with 'm'  followed by  'n' in between and  end with 't',[mn].*t
words that start with 'b'  followed by  'kw' or 'qw' in between and  end with 'as',(?:b|kw|qw).*as
words that start with 'za'  followed by  another 'a' with and  end  ,(?:a|za).*
words that start with 'm'  followed by  'f' in between and  end with 'I',[mf].*I
words that start with 'tak'  followed by  'le' in between and  end with 'f',(?:tak|le).*f
words that start with 'im'  followed by  one 't' in between and  end with 'an',(?:t|im).*an
words that start with 'af' and  end with 's',af.*s
words that start with 'b'  followed by  'h' in between and  end with 'd',[bh].*d
words that start with 'nala' and  end with 'k' or 'q',nala.*[kq]
words that start with 'ud'  followed by  'as' and  end with 'I',(?:ud|as).*I
words that start with 'm'  followed by  'z' in between and  end with 'aj' ,[mz].*aj
words that start with 't'  followed by  'b' and  end with 'a' or 'h',[tb].*[ah]
words that start with 'nu'  followed by  'k' or 'q' and  end with 'an',(?:k|q|nu).*an
words that start with 'aaf'  followed by  't' and  end with 'y' or 'n',(?:t|aaf).*[yn]
words that start with 'ki' or 'qi'  followed by  's' and  end with 'm',(?:s|ki|qi).*m
words that start with 'beh' and  end with 'sh',beh.*sh
words that start with 'bh'  followed by  'k' and  end with 'y' or 'e',(?:k|bh).*[ye]
words that start with 'be' or 'ba'  followed by  'man' and  end with 'I',(?:be|ba|man).*I
words that start with 'mag' or 'mug'  followed by  'f'  and  'r' in between and  end with 't',(?:f|mag|mug).*r.*t
words that start with 'p'  followed by  's'  and  'n' in between and  end with 'd',[ps].*n.*d
words that start with 'kanj' and  end with 's',kanj.*s
words that start with 'zi'  followed by  'd' and  end with 'ti',(?:d|zi).*ti
words that start with 'b'  followed by  'r'  and  'd' and  end with 'shth' or 'sht',[br].*d.*(?:shth|sht)
words that start with 'e' or 'a'  followed by  'tj' and  end with 'aj',(?:e|a|tj).*aj
words that start with 'int' and  end with 'hai',int.*hai
words that start with 'kh'  followed by  't' and  end with 'm',(?:t|kh).*m
words that start with'b'  followed by  'ch'  and  'g' in between and  end with 'na',(?:b|ch).*g.*na
words that start with 'faz' or 'fuz' and  end with 'l',(?:faz|fuz).*l
words that start with 'b' followed by  'rb' and  end with 'd',(?:b|rb).*d
words that start with 'ghis'  followed by  'p' and  end with 'ti',(?:p|ghis).*ti
words that start witg 'sh' and  end with 'k',sh.*k
words that start with 'zul' and  end with 'm',zul.*m
words that start with 'zi'  followed by  'd' and  end with 'I' or 'y',(?:d|zi).*[Iy]
words that start with 'bh'  followed by  'r' or 'd' in between and  end with 'ka',(?:r|d|bh).*ka
words that start with 'adh' and  end with 'ra',adh.*ra
words that start with 'k' or 'c'  followed by  't' and  end with 'putli',[kct].*putli
words that start with 'ru' or 'ro'  followed by  'la' and  end with 'y' or 'e' ,(?:ru|ro|la).*[ye]
"words that start with 'kam' followed by  'n' and  end with 'I' , 'e' or 'y'",(?:n|kam).*[Iey]
words that start with 'bayg' or 'beg'  and  end with 'na' or 'nah',(?:bayg|beg).*(?:na|nah)
words that start with 'ch'  followed by  'r'  and  end with 'se' or 'si',(?:r|ch).*(?:se|si)
words that start with 'falt' and  end with 'o' or 'u',falt.*[ou]
words that start with 't'  followed by  'm' and  end with 'z',[tm].*z
words that start with 'bura' and  end with 'yan',bura.*yan
words that start with 'bek' or 'bayk' and  end with 'ar',(?:bek|bayk).*ar
words that start with 'ru' or 'ro'  followed by  'kaw' and  end with 't',(?:ru|ro|kaw).*t
words that start with 'gham' or 'gam'  followed by  'b' and  end with 'ir' or 'er',(?:b|gham|gam).*(?:ir|er)
words that start with 'm'  followed by  'zd' and  end with 'ur' or 'or',(?:m|zd).*(?:ur|or)
words that start with 'g' and  end with 'flat',g.*flat
words that start with 'd'  followed by  'j' and  end with 'a' or 'n',[dj].*[an]
words that start with 'm' and  end with 'f',m.*f
words that start with 'g'  followed by  'ta' and  end with 'khi',(?:g|ta).*khi
words that start with 'bad'  followed by  's'  and  end with 'rat',(?:s|bad).*rat
words that start with 'taw' or 'tav' and  end with 'z',(?:taw|tav).*z
words that start with 'ku'  followed by  't' and  end with 'e' or 'y',(?:t|ku).*[ey]
words that start with 'mo'  followed by  'k' or 'q' in between and  end with 'f',(?:k|q|mo).*f
words that start with 'bera'  followed by  'ghar' or 'gar' and  end with 'k' or 'q',(?:bera|ghar|gar).*[kq]
words that start with 'maf' or 'muf'  followed by  'ad'  and  'par' in between and  end with 'st' or 'sth',(?:maf|muf|ad).*par.*(?:st|sth)
words that start with 'khudg' and  end with 'rz',khudg.*rz
words that start with 'nik'  followed by  'mm' in between and  end with 'I' or 'y',(?:nik|mm).*[Iy]
"words that start with 'd'  followed by  'sh'  and  't' and followed by 'gr' or 'gar' and  end with 'di','do' or 'don'",(?:d|sh).*t.*(?:gr|gar).*(?:di|do|don)
words that start with 'g'  followed by  'd' and  end with 'r' or 'ri',[gd].*(?:r|ri)
words that start with 'bd' or 'bad'  followed by  'q' or 'k' in between and  end with 'mati',(?:q|k|bd|bad).*mati
words that start with 'na'  followed by  'eh' or 'ah' and  end with 'li',(?:na|eh|ah).*li
words that start with 'darp' and  end with 'k',darp.*k
words that start with 'a'  followed by  'm' and  end with 'yat' or 'yath',[am].*(?:yat|yath)
"words that start with 'jh'  followed by  't' and  end with 'a', 'e' or 'y'",(?:t|jh).*[aey]
"words that start with 'a', 'o' or 'u'  followed by  'l' and  end with 'ad'",[aoul].*ad
words that start with 'm'  followed by  'n'  and  'f' in between and  end with 'qat',[mn].*f.*qat
words that start with 'bim' or 'bem' and  end with 'r' or 'ri',(?:bim|bem).*(?:r|ri)
four letter words that  start with 'm' and  end with 't' or 'th',m.*(?:t|th)
words that start with 'p'  followed by  'ng' and  end with 'a' or 'y'  ,(?:p|ng).*[ay]
words that start with 'sa'  and  end with 'I',sa.*I
words that start with 'b'  and  end with 't' and followed by one or many 'a',b.*t.*a
"words that start with 'k'  and  end with 'a', may cotntain 'I' or 'y'",k.*[aIy]
words that start with 'j' or 'g'  and  may and  end with 'e',[jg].*.*e
words that start with 'w'  and followed by  one 'h' or 'a' or both,w.*[ha]
words that start with 'l'  and followed by 'kh',l.*kh
words that start with 'kh'  and followed by 'biya',kh.*biya
words that start with 'itn' ,itn
three or two letter words that start with 'h'  and  end with 'm',h.*m
words that start with 'a'  and  end with 'n'  followed by one 'm',a.*[nm]
words that start with 'ye'  and  end with 'h' or 'a',ye.*[ha]
words that start with 'n'  followed by one 'y'  and  end with 'I',[ny].*I
words that start with 'k'  followed by one 'r'  and  end with 'e' or 'y',[kr].*[ey]
words that start with 'I' or 'e'  and  end with 'f' with one 'ns' in between,[Ie].*(?:f|ns)
words that start with 'a' or 'e'  and  end with 'y' or 'e'  followed by one 's' in between,[ae].*[yes]
words that start with 'th'  and  end with 'k',th.*k
two or three letter words that start with 'h'  and  end with 'I' or 'y',h.*[Iy]
words that start with 'ko'  and  end with 'I' or 'e' ,ko.*[Ie]
words that start with 't'  and followed by 'o' or 'u' ,t.*[ou]
words that start with 'y'  and  end with 'r' with as many 'a' in between,y.*[ra]
words that start with 'l'  and  end with 'g' with vowels in between,l.*g
words that start with 'b'  followed by one 'h'  and  end with 't',[bh].*t
words that start with 'reht',reht
three or four letter words that start with 'k'  and  end with 'a',k.*a
words that start with 'kh'  and  end with 'b',kh.*b
words that start with 'b'  followed by 'h'  and  end with 'I' or 'e',[bh].*[Ie]
words that start with 'p'  and followed by 'd' or 'r',p.*[dr]
three or two letter words that start with 'h'  and  end with 'k' or 'q',h.*[kq]
words that start with 'a' 'e' or 'I'  and  end with 'k',[aeI].*k
words that start with 'j'  and followed by one 'sa' or 'se' in between,j.*(?:sa|se)
words that start with 'm' or 'moo' and  end with 'k',(?:m|moo).*k
words that start with 'mubar' and  end  ing with 'k',mubar.*k
words that start with 't'  and followed by 'ra' ,t.*ra
words that start with 'k' or 'q'  and  end with 'r',[kq].*r
words that start with 'is'  and  end with 'e' or 'y',is.*[ey]
words that start with 'a'  and followed by 'dm',a.*dm
three or two  letter words that start with 'm'  and  end with 'y',m.*y
words that start with 'a' or 'o'  and  end with 'r',[ao].*r
words that start with 's'  and followed by 'mjha',s.*mjha
words that start with 'b' or 'bh'  and  end with 'I' or 'e',(?:b|bh).*[Ie]
words that start with 'sh'  followed by 'r' in between,(?:r|sh)
words that start with 'd'  and followed by one 't',d.*t
words that start with 'b'  and followed by one 'na',b.*na
words that start with 'yah' ,yah
words that start with 'hon',hon
words that start with 'bal'  and followed by one 'k',bal.*k
words that start with 'r'  and  end with 'a' with with least one 'h',r.*[ah]
words that start with 'l'  and followed by one 'n'  and  end with 'e' or 'y',l.*n.*[ey]
words that start with 'l'  and followed by one 'g'  and  end with 'I' or 'y',l.*g.*[Iy]
words that start with 'kart' ,kart
words that start with 'p'  and followed by one 'r' and  end with 'I',p.*r.*I
words that start with 'wo',wo
three or four words that start with 'h'  and  end with 'a',h.*a
words that start with 's' and followed by one 'r'  and  end with 'f',s.*r.*f
words that start with 'j'  and followed by one 'g'  and  one 'h',j.*g.*h
words that start with 'j'  and  end with 'b' or 'bh',j.*(?:b|bh)
words that start with 'ga'  and followed by 'e' or 'y',ga.*[ey]
words that start with 'p'  and followed by 'hl' and  end  ing with 'e' or 'I',p.*hl.*[eI]
words that start with 's' and followed by 'e' 'a' or 'y',s.*[eay]
words that start with 'm'  followed by 'e' 'a' or 'I',[meaI]
words that start with 'l' and  end with 'rkee',l.*rkee
words that start with 'l'  followed by 'd' or 'r'  and  end with 'ki',[ldr].*ki
words that start with 's'  and  end with 'b'  followed by  vowels in between,s.*b
words that start with 'hot' and followed by 'e' or 'a',hot.*[ea]
words that start with 's'  and  end with 'th',s.*th
words that start with 'karan' and followed by 'a' or 'e',karan.*[ae]
words that start with 't'  and  end with 'k',t.*k
words that start with 'p'  and followed by 'ch' and  end  ing with 'y' or 'e',p.*ch.*[ye]
words that start with 'h' and followed by 'o' or 'u',h.*[ou]
words that start with 't' and followed by 'a' 'o' or 'u' and  end  ing with 'r',t.*[aou].*r
two or three letter words that start with 'h'  and  end with 'r',h.*r
words that start with 'hon'  and  end with 'e' 'y' or 'I',hon.*[eyI]
words that start with 'g'  and  end with 'r',g.*r
words that start with 'gay' ,gay
words that start with 'g' and  end with 'I',g.*I
words that start with 'apn',apn
words that and  end with 'lawa',.*lawa
words that start with 'd'  and followed by 'kha',d.*kha
words that start with 'l' and  end with 'kin',l.*kin
words that start with 'l'  followed by one 'k'  and  end with 'n',[lk].*n
words that start with 'm'  and  end with 'la',m.*la
words that start with 'a' or 'e'  and  end with 'ham',[ae].*ham
words that start with 'zar'  and  end with 'ye',zar.*ye
words that start with 'la' and  end with 'I',la.*I
words that start with 'la' and  end with 'I' or 'e',la.*[Ie]
words that start with 'dilch'  and  end with 'sp',dilch.*sp
words that start with 'na' and  end with 'a' 'h' or 'w',na.*[ahw]
words that start with 'mil' and  end with 'y',mil.*y
words that start with 'm'  followed by one 'l'  and  end with 'y' or 'e',[ml].*[ye]
words that start with 'a'  and  end with 'r',a.*r
words that start with 'ais' ,ais
words that start with 'qasm',qasm
words that start with 'a'  and  end with 'p',a.*p
words that start with 'b'  followed by 'h'  and  end with 't' and followed by one or many 'a',[bh].*t.*a
words that start with 'p'  followed by 'kb'  and  end with 'z',(?:p|kb).*z
words that start with 'ch'  and  end with 'ti',ch.*ti
 two letter words that start with 's' or 'c',[sc]
words that start with 'p'  followed by 'r'  and  end with 'I',[pr].*I
words that start with 'a'  followed by 'kh'  and  end with 'r',(?:a|kh).*r
words that start with 'w' and  end with 'ol'  followed by  's' ,w.*(?:s|ol)
words that start with 'wasu' and  end with 'l',wasu.*l
words that start with 'ja'  followed by 'e' or 'I' in between,(?:e|I|ja)
two or three letter words that start with 'd'  and  end with 'e' or 'y',d.*[ey]
words that start with 'ka'  followed by  'mi' and  end with 'ab',(?:ka|mi).*ab
words that start with 'k'  followed by 'm'  and  'ya' and  end with 'b',[km].*ya.*b
words that start with 'rakh' and  end with 'e' 'y' or 'n',rakh.*[eyn]
words that start with 'sh'  followed by  'y' and  end with 'd',(?:y|sh).*d
words that start with 'shi'  and  must and  end with 'd',shi.*.*d
words that start with 'chah' and  end with 'e',chah.*e
words that start with 'chah'  and  end with 'ye',chah.*ye
words that start with 'p' and  end with 'yari',p.*yari
words  that start with 'p'  and followed by 'yare',p.*yare
words that start with 'd'  and  end with 'kh',d.*kh
words that start with 'kh'  and  end with 'wab',kh.*wab
three letter words that start with 'k' and  end with 'a',k.*a
four words that start with 'k' and  end with 'ya' ,k.*ya
three letter words that start with 'ho' and  end with 'I' or 'e',ho.*[Ie]
words that start with 'ho'  and  end with 'ii' or 'ee',ho.*(?:ii|ee)
two or three letter words that start with 'h'  and  followed by 'y' 'a' or 'e',h.*[yae]
words that start with 'shukr'  and  end with 'a',shukr.*a
words that start with 'y'  and  end with 'ni',y.*ni
words that start with 'k'  followed by  'y' and  end with 'n',[ky].*n
three or four letter words that start with 'k'  and followed by 'I' and  end with 'o',k.*I.*o
words that start with 'm'  followed by  one 'r'  and  end with 'e' or 'y',[mr].*[ey]
words that start with 'a' or 'e'  and  end with 'k',[ae].*k
words that start with 'dh'  and  end with 'nd' or 'ndh',dh.*(?:nd|ndh)
words that start with 'h'  followed by  one 'm'  and  end with 'a' 'e' or 'y',[hm].*[aey]
