nl_clip,regexp
words that start with string 'b' and contain substring 'y' or 'e' and 'h' and end with string 'da',b(?:ay hoo|eh(?:oo|u))da
words that start with string 'b' and contain substring 'y' or 'e' and 'ho' and end with string 'sh',b(?:ay |e|ay)hosh
words that start with string 'b' and contain substring 'y' or 'e' and 'ho' and end with string 'shi',b(?:ay |e|ay)hoshi
words that start with string 'b' and contain substring 'y' or 'e' and 'ch' and end with string 'n',b(?:ay(?: ima|im)an|eiman)
words that start with string 'b' and contain substring 'iz' or 'ez' and end with string 'at',b(?:ay(?: izz|iz[az])at|eiz[az]at)
words that start with string 'b' and contain substring 'y' or 'e' and end with string 'ja' or 'jah',b(?:ay ?ja|eja(?:[ah])?|yja)
words that start with string 'b' and contain substring 'j' and end with string 'an',b(?:ay jaa|ejaa?)n
words that start with string 'b' and contain substring 'kh' and 'b' and end with string 'r',b(?:ay ?khabar|ekhaber)
words that start with string 'b' and contain substring 'l' or 'g' and end with string 'am',b(?:ay(?: laga|lag)am|elagam)
words that start with string 'b' and contain substring 'l' or 'o' or 'u' and end with string 's',bay l(?:oss?|aos)
words that start with string 'b' and contain substring 'mo' or 'mau' and end with string 'ka' or 'qa',(?:Bay Mouq|(?:be mauq|be(?:mauk| moq)))a
words that start with string 'b' and contain substring 'p' and end with string 'rwa' or 'rwah',(?:bay perwah?|Bay Parwa)
words that start with string 'b' and contain substring 'r' and 'b' and end with string 'at',b(?:ay |e)rabt
words that start with string 'b' and contain substring 'r' and 'b' and end with string 'ati',b(?:ay |e)rabti
words that start with string 'b' and contain substring 'r' and 'hm' and end with string 'i',(?:Bay Re|ber[ae])hmi
words that start with string 'b' and contain substring 's' and 'b' and end with string 'r',(?:Bay Sab|besabb?)ar
words that start with string 'b' and contain substring 'sh' and 'r' and end with string 'm',b(?:ay shara|(?:esh(?:ara|ere|r)|eshar))m
words that start with string 'bay' and contain substring 's' and 'o' or 'u' and end with string 'l',(?:bay as(?:oo|u)|Bay Usoo)l
words that start with string 'b' and contain substring 'yak' or 'yaq' and end with string 'n',b[ae]yakeen
words that start with string 'bay' and contain substring 'z' and 'u' and end with string 'k' or 'q',bay z(?:o|u|a)o[kq]
words that start with string 'b' and contain substring 'g' and end with string 'rz',(?:b(?:ay |e)gh|Bay\-g)arz
words that start with string 'b' and contain substring 'ka' and end with string 'r',b(?:ay|e)kaar
words that start with string 'b' and contain substring 'ch' and end with string 'rgi',(?:Be Cha|b(?:ay|e)ch)argi
words that start with string 'be' or 'bay' and contain substring 'h' and end with string 'al',(?:Be Ha|b(?:ayh|eha))al
words that start with string 'be' and contain substring 'h' and end with string 'd',(?:Be Had|beh[au]dd)
words that start with string 'be' and contain substring 'h' and 'ya' and end with string 'i' or 'e',(?:Be Hiyai|behaya[ei])
words that start with string 'be' and contain substring 'hu' or 'ho' and end with string 'dgi' or 'dagi',be(?:(?:huda?|hod)gi| h[ou]dgi)
words that start with string 'be' and contain substring 'j' and end with string 'a',(?:bejaa?|Be Ja)
words that start with string 'be' or 'bay' and contain substring 'k' and end with string 'si',(?:b(?:ay|e)ka|Be Ki)si
words that start with string 'b' and contain substring 'ho' or 'hu' and end with string 'da',(?:b(?:ayhoo|ehu)|Behoo)da
words that start with string 'b' and contain substring 'ho' or 'hu' and end with string 'dgi',beh(?:oo|u)dgi
words that start with string 'ba' or 'be' and contain substring 'ho' and end with string 'sh',b(?:ay|e)hosh
words that start with string 'ba' or 'be' and contain substring 'ho' and end with string 'shi',b(?:ay|e)hoshi
words that start with string 'ba' or 'be' and end with string 'ja',(?:b(?:ay|e)ja|Beja)
words that start with string 'b' and contain substring 'ka' and end with string 'ri',(?:b(?:ay|e)k|Beka)ari
words that start with string 'b' and contain substring 'ma' and end with string 'r',(?:(?:bimaa?|bema)|Bemaa)r
words that start with string 'b' and contain substring 'ma' and end with string 'ri',(?:b(?:e(?:em|ma)ari|imari)|Bemari)
words that start with string 'ba' or 'be' and end with string 'r',(?:ba?|Be)r
words that start with string 'b' and contain substring 'wa' and end with string 'fa',(?:ba?ywafa|Bewafa)
words that start with string 'b' and contain substring 'w' and 'k' or 'q' and end with string 'of',^(?:(?:bewakuf|bewa(?:ko|q)o)|Bewaqoo)f$
words that start with string 'b' and contain substring 'za' and end with string 'r',(?:ba?yz|Beza)ar
words that start with string 'b' and contain substring 'za' and end with string 'ri',b(?:ay|e)zari
words that start with string 'b' and contain substring 'ya' and end with string 'nak',bh?ayanak
"words that start with string 'b' and end with string 'hi', 'he', 'hy', 'e'",(?:b(?:h[iy]|e)|Bhe)
words that start with string 'b' and contain substring 'k' and end with string 'ari',(?:(?:(?:b(?:ay|i)kh|bik)|bek)|Bhik)ari
words that start with string 'b' and contain substring 'o' or 'u' and 'k' and end with string 'a',(?:(?:b(?:oo|u)kh|bhuk)|Bhook)a
words that start with string 'bh' and contain substring 'o' or 'u' and end with string 'l',bh(?:oo|u)l
words that start with string 'bh' and contain substring 'l' and end with string 'na',bh(?:oo|u)lna
words that start with string 'b' and contain substring 'h' and end with string 't',bh(?:u(?:tt?|ut)|o[ou]t)
words that start with string 'b' and contain substring 'k' and h and end with string 'ar',(?:Bhukha|b[ou]kh)ar
words that start with string 'b' and contain substring 'd' and end with string 'at',bidd?at
words that start with string 'b' and contain substring 'g' and end with string 'ar',b[ie]gaar
words that start with string 'b' and contain substring 'y' and 'b' and end with string 'an',b[ia]yabaan
words that start with string 'b' and end with string 'jh' or 'je',b(?:oj[eh]|ujh)
words that start with string 'b' and contain substring 'o' and 'u' and end with string 'jh',b(?:uu?jh|o[ou]jh)
words that start with string 'bos' and end with string 'dah' or 'da',bos(?:ee|i)dah?
words that start with string 'b' and contain substring 'y' and 'c' or 'k' and end with string 't',b(?:oycott?|y(?:c(?:aa|o)|kaa)t)
words that start with string 'b' and contain substring 'p' and end with string 'ta',(?:b[ai]pta|Bpta)
words that start with string 'b' and end with string 'd',(?:b(?:ad[ d]|d)|Bud)
words that start with string 'b' and contain substring 'dka' and end with string 'r',b[aeu]dkaar
words that start with string 'b' and contain substring 'dm' and end with string 'zaj',b(?:[au]dm[ai]zaj|dm[ai]zaj)
words that start with string 'bud' or 'bad' or 'bd' and contain substring 's' and 'l' and end with string 'ki',(?:(?:badsal(?:oo|u)|budsloo)|BudSuloo)ki
words that start with string 'b' and contain substring 'dz' and 'ba' and end with string 'n',b[au]dzaba?n
words that start with string 'bud' or 'bad' or 'bd' and end with string 'a',(?:(?:b(?:ad(?: dow|u)|d duw)|baddu)|Bud\-du)a
words that start with string 'bud' or 'bad' or 'bd' and contain substring 'kir' and 'd' and end with string 'ri',(?:b(?:ad kirda|d kirad)|Bud\-karda)ri
words that start with string 'bud' or 'bad' or 'bd' and contain substring 'za' and end with string 't',(?:(?:b(?:ad)?dza|badz)|Bud\-za)at
words that start with string 'bud' or 'bd' and contain substring 'h' and end with string 'u' or 'oo',ud(?:dh?u|h(?:oo|u))
words that start with string 'bu' and contain substring 'g' and end with string 'z',bugh?a?z
words that start with string 'b' and end with string 'k',b(?:ak ?bak|uk ?buk)
words that start with string 'b' and contain substring 'l' and end with string 'a',b(?:u|o)laa?
words that start with string 'b' and contain substring 'r' and end with string 'a',(?:b(?:ur|o)ra|Bura)
words that start with string 'b' and contain substring 'ra' or 'ray' and end with string 'i' or 'e',(?:b(?:oraye|urayi)|Burai)
words that start with string 'b' and contain substring 'r' and end with string 'e' or 'y',(?:b(?:(?:ur|o)re|oray)|Buray)
words that start with string 'b' and contain substring 'r' and end with string 'i',(?:b(?:ur|o)ri|Buri)
words that start with string 'ch' and contain substring 'k' and end with string 'r',chak(?:k(?:[ae])?r|[ae]r)
words that start with string 'ch' and contain substring 'k' and end with string 'u' or 'o',chak(?:k?u|oo)
words that start with string 'ch' and contain substring 'l' and end with string 'a' or 'h',ch(?:ala(?:[ah])?|laa)
words that start with string 'c' and contain substring 'hapl' and end with string 'si',chaa?pl(?:oo|u)si
words that start with string 'c' and contain substring 'h' and 'th' and end with string 'ra',ch[ei]thra
words that start with string 'c' and contain substring 'h' and 'e' or 'a' and end with string 'd',(?:Chhai|ch(?:ai|e))d
words that start with string 'c' and contain substring 'ha' and end with string 'p',ch(?:a(?:pp?|ap)|hap)
words that start with string 'c' and contain substring 'h' and end with string 'o' or 'u',ch(?:h(?:oo|u)|uu|o[ou]|u)
words that start with string 'c' and contain substring 'ho' or 'hu' and end with string 'ra',ch(?:hoor|(?:urr?|oor))a
words that start with string 'c' and contain substring 'ho' or 'hu' and end with string 't' or 'th',ch(?:ooth?|hoot|ut)
words that start with string 'c' and contain substring 'ho' and end with string 'r',ch(?:orr?|hor)
words that start with string 'c' and contain substring 'hu' and end with string 'ra',ch(?:urr?|hur)a
words that start with string 'c' and contain substring 'h' and end with string 'k' or 'ke',ch[ou]ke?
words that start with string 'c' and contain substring 'h' and 'k' and end with string 'r',ch(?:auka?r|(?:ok[ae]|ok)r)
words that start with string 'c' and contain substring 'h' and 'o' or 'ou' and end with string 't',chou?t
words that start with string 'c' and contain substring 'h' and 'o' or 'ow' and end with string 'k',ch(?:o|ow|au)k
words that start with string 'c' and contain substring 'h' and 'g' and end with string 'li',(?:(?:ch(?:ogh|ug)|chog)|Chugh)li
words that start with string 'c' and contain substring 'hu' and 'r' and end with string 'e' or 'i',(?:Churee|ch(?:hu|ur)ri)
words that start with string 'd' and contain substring 'a' and end with string 'g' or 'h',Da(?:agh?|gh)
,Daag(?:h (?:Da|d)ar| Daa?r)
words that start with string 'd' and contain substring 'an' and end with string 't',daa?ntt?
words that start with string 'd' and contain substring 'b' and end with string 'a',d(?:aba(?:[ah])?|b[ab]a)
words that start with string 'd' and contain substring 'ba' and end with string 'na',d[au]bana
words that start with string 'd' and contain substring 'b' and end with string 'ao',d[au]?bao
words that start with string 'd' and contain substring 'b' and end with string 'na',d[au]?bna
words that start with string 'd' and contain substring 'fa' and end with string 'tan',d(?:af(?:atann?|fatan)|fatan)
words that start with string 'd' and contain substring 'gha' or 'ga' and 'b' and end with string 'z',D(?:agh?|gh)a Baaz
words that start with string 'd' and contain substring 'gha' or 'ga' and 'b' and end with string 'zi',D(?:(?:aga Baa?|agha Ba)|gha Baa)zi
words that start with string 'd' and contain substring 'g' or 'gh' and end with string 'a',D(?:agh?a|gh?a)
words that start with string 'd' and contain substring 'kh' and end with string 'l',D(?:akha?l|khl)
words that start with string 'd' and contain substring 'nda' and end with string 'y',d[au]?nday
words that start with string 'd' and contain substring 'n' and end with string 'ga',d[au]?nga
words that start with string 'd' and contain substring 'nt' and end with string 'na',daa?nta?na
words that start with string 'd' and contain substring 'w' or 'ga' and 'n' and end with string 'dol',(?:Da(?:nwaan Dol|wan Do)l|dawadol)
words that start with string 'd' and contain substring 'k' or 'q' and 'yan' and end with string 'si',(?:d(?:akyanoo|ikyanu)|Daqyanoo)si
words that start with string 'd' and end with string 'r',(?:d(?:ar|u)r|Dar)
words that start with string 'd' and end with string 'ra',d(?:(?:(?:arr|r[ar])|ar)|urr)a
words that start with string 'd' and contain substring 'ara' and end with string 'z',daraa?z
words that start with string 'd' and contain substring 'ra' and end with string 'na',da?rr?ana
